term,doc,tf
стоить,75,0.001244
стоить,8,0.000975
стоить,85,0.000562
стоить,86,0.000463
стоить,88,0.001502
стоить,89,0.000823
стоить,9,0.000564
стоить,91,0.001119
стоить,92,0.000988
стоить,93,0.000758
стоить,94,0.000876
стоить,95,0.000635
стоить,96,0.0013
стоить,97,0.000518
стоить,98,0.001767
стоить,99,0.000898
стоицизм,88,0.000429
стойка,3,0.000614
стойка,36,0.001366
стойка,53,0.000625
стойка,7,0.001216
стойка,79,0.00051
стойка,87,0.000428
стойкий,54,0.000544
стойкость,8,0.000487
стокгольмский,17,0.000804
стокилограммовый,85,0.000562
стол,12,0.00066
стол,51,0.000462
стол,53,0.00125
стол,6,0.00051
стол,63,0.000494
стол,79,0.00051
стол,8,0.000487
стол,81,0.001057
стол,82,0.000598
стол,88,0.000215
стол,9,0.000564
стол,92,0.001976
стол,95,0.001904
стол,96,0.00065
стол,99,0.000898
столбец,15,0.000545
столетие,67,0.000228
столица,67,0.002512
столица,69,0.011053
столица,9,0.000564
столичный,53,0.000625
столичный,6,0.00051
столичный,69,0.006141
столичный,73,0.000731
столкновение,18,0.000607
столкновение,81,0.001057
столкнуться,10,0.000955
столкнуться,16,0.000311
столкнуться,18,0.000607
столкнуться,19,0.001252
столкнуться,22,0.000542
столкнуться,26,0.003089
столкнуться,27,0.001033
столкнуться,28,0.000509
столкнуться,30,0.000592
столкнуться,31,0.000554
столкнуться,32,0.000684
столкнуться,34,0.000559
столкнуться,36,0.000455
столкнуться,40,0.000525
столкнуться,46,0.000592
столкнуться,48,0.000746
столкнуться,51,0.000462
столкнуться,52,0.000503
столкнуться,54,0.001088
столкнуться,6,0.00051
столкнуться,64,0.001024
столкнуться,65,0.001214
столкнуться,69,0.000307
столкнуться,73,0.000731
столкнуться,79,0.00051
столкнуться,80,0.000579
столкнуться,82,0.001196
столкнуться,84,0.000525
столкнуться,87,0.001283
столкнуться,91,0.000559
столь,52,0.000503
столь,88,0.000215
столь,96,0.00065
столько,29,0.000627
столько,3,0.001229
столько,31,0.000554
столько,33,0.001067
столько,36,0.000455
столько,43,0.000622
столько,6,0.00051
столько,7,0.000608
столько,73,0.000731
столько,80,0.000579
столько,83,0.001425
столько,86,0.000926
столько,87,0.000428
столько,88,0.000215
столько,90,0.001154
столько,93,0.001515
столько,95,0.001269
столько,97,0.000518
стоматология,61,0.000488
стоматология,67,0.000228
стон,88,0.000215
стонать,79,0.00051
стоп,16,0.000621
стоп,79,0.00051
стоп,95,0.000635
стопа,83,0.001425
сторона,1,0.000558
сторона,10,0.000955
сторона,12,0.00066
сторона,13,0.001443
сторона,14,0.002252
сторона,16,0.000311
сторона,20,0.000574
сторона,21,0.000613
сторона,22,0.002169
сторона,23,0.001124
сторона,24,0.00057
сторона,26,0.000772
сторона,28,0.001017
сторона,29,0.001255
сторона,3,0.000614
сторона,30,0.001183
сторона,33,0.000533
сторона,34,0.001677
сторона,36,0.000911
сторона,37,0.003113
сторона,38,0.000618
сторона,40,0.000525
сторона,42,0.003058
сторона,44,0.001252
сторона,46,0.001185
сторона,48,0.000746
сторона,49,0.000986
сторона,5,0.000994
сторона,51,0.000924
сторона,52,0.002515
сторона,53,0.000625
сторона,54,0.001631
сторона,55,0.00174
сторона,57,0.000536
сторона,6,0.001531
сторона,60,0.002846
сторона,63,0.000494
сторона,66,0.002928
сторона,67,0.000685
сторона,69,0.00307
сторона,70,0.000787
сторона,71,0.000633
сторона,72,0.002428
сторона,74,0.001542
сторона,77,0.001901
сторона,8,0.000487
сторона,80,0.000579
сторона,81,0.002114
сторона,85,0.000562
сторона,86,0.000463
сторона,87,0.000855
сторона,88,0.000644
сторона,89,0.002469
сторона,9,0.000564
сторона,92,0.000988
сторона,93,0.000758
сторона,94,0.000876
сторона,96,0.001951
сторона,97,0.001555
сторона,98,0.000883
сторона,99,0.001797
сторонний,10,0.000955
сторонний,100,0.00276
сторонний,13,0.000481
сторонний,19,0.000626
сторонний,26,0.000772
сторонний,27,0.000517
сторонний,30,0.000592
сторонний,45,0.000867
сторонний,5,0.000497
сторонний,66,0.000732
сторонний,74,0.001028
сторонник,19,0.000626
сторонник,24,0.00057
сторонник,63,0.000494
сторонник,84,0.001051
стохастический,26,0.001544
стохастический,31,0.000554
стохастический,41,0.000439
сточный,61,0.000244
сточный,62,0.000898
стоянка,6,0.00051
стоять,10,0.00191
стоять,11,0.001144
стоять,13,0.000481
стоять,15,0.000545
стоять,19,0.000626
стоять,20,0.001149
стоять,22,0.000542
стоять,24,0.00057
стоять,3,0.000614
стоять,32,0.000684
стоять,35,0.003261
стоять,36,0.001821
стоять,4,0.000576
стоять,41,0.000878
стоять,46,0.000592
стоять,48,0.000746
стоять,51,0.000462
стоять,57,0.000536
стоять,6,0.00102
стоять,67,0.000228
стоять,77,0.000951
стоять,80,0.001159
стоять,86,0.000463
стоять,97,0.000518
стоячий,53,0.000625
стоящий,15,0.000545
стоящий,28,0.001017
стоящий,3,0.000614
стоящий,30,0.001183
стоящий,31,0.000554
стоящий,43,0.000622
стоящий,6,0.00051
стоящий,67,0.000228
стоящий,69,0.000307
стоящий,83,0.001425
стоящий,93,0.000758
стр,66,0.000732
стр,71,0.000317
стр,72,0.000405
стр,74,0.000514
стравить,29,0.000627
страдать,12,0.00066
страдать,51,0.000462
страдать,97,0.000518
страж,90,0.000577
страйп,25,0.000612
страна,13,0.000481
страна,15,0.000545
страна,17,0.003215
страна,23,0.001124
страна,29,0.001255
страна,30,0.001183
страна,31,0.001662
страна,34,0.000559
страна,35,0.003261
страна,37,0.000389
страна,39,0.001212
страна,5,0.000994
страна,50,0.002809
страна,6,0.00102
страна,62,0.002695
страна,63,0.000494
страна,65,0.002427
страна,67,0.001142
страна,68,0.000924
страна,73,0.009503
страна,76,0.000546
страна,79,0.001021
страна,84,0.001051
страна,85,0.001125
страна,86,0.000926
страна,87,0.000855
страна,88,0.000859
страна,89,0.003292
страна,93,0.003788
страница,1,0.003348
страница,16,0.017397
страница,18,0.006679
страница,2,0.000587
страница,22,0.002169
страница,24,0.002849
страница,26,0.001544
страница,27,0.000517
страница,33,0.000533
страница,37,0.001556
страница,39,0.001212
страница,41,0.000878
страница,44,0.000626
страница,46,0.001185
страница,49,0.000986
страница,5,0.000497
страница,50,0.001404
страница,51,0.001386
страница,57,0.003219
страница,6,0.00051
страница,63,0.002964
страница,66,0.008053
страница,71,0.002217
страница,72,0.000405
страница,74,0.000514
страница,75,0.001244
страница,8,0.000975
страница,84,0.003153
страница,85,0.000562
страница,87,0.000428
страница,90,0.000577
страница,92,0.000988
страница,94,0.002627
страница,97,0.001555
страница,98,0.000883
страничный,8,0.000487
странно,1,0.000558
странно,22,0.000542
странно,3,0.000614
странно,34,0.000559
странно,40,0.000525
странно,7,0.000608
странно,81,0.001057
странно,88,0.000215
странно,89,0.000823
странно,92,0.000988
странно,97,0.000518
странность,48,0.000746
странный,11,0.002288
странный,13,0.000481
странный,19,0.000626
странный,20,0.001149
странный,31,0.000554
странный,40,0.000525
странный,43,0.000622
странный,80,0.000579
странный,86,0.000463
странный,87,0.000428
странный,88,0.000429
странный,89,0.000823
странный,93,0.002273
страстный,97,0.000518
страсть,56,0.000528
стратег,10,0.000955
стратег,16,0.000311
стратегически,2,0.000587
стратегически,41,0.000878
стратегически,62,0.000898
стратегически,97,0.001037
стратегически,98,0.000883
стратегический,29,0.000627
стратегический,51,0.000924
стратегический,59,0.001028
стратегический,62,0.002695
стратегический,88,0.000429
стратегический,9,0.000564
стратегия,1,0.000558
стратегия,13,0.000962
стратегия,16,0.000932
стратегия,2,0.001174
стратегия,20,0.000574
стратегия,30,0.000592
стратегия,31,0.000554
стратегия,33,0.000533
стратегия,41,0.001318
стратегия,49,0.000493
стратегия,5,0.000497
стратегия,51,0.000924
стратегия,53,0.000625
стратегия,57,0.000536
стратегия,58,0.00087
стратегия,6,0.00051
стратегия,61,0.000975
стратегия,62,0.001797
стратегия,67,0.000685
стратегия,76,0.000546
стратегия,8,0.000975
стратегия,81,0.001057
стратегия,82,0.000598
стратегия,83,0.001425
стратегия,9,0.002818
стратегия,96,0.001951
стратегия,99,0.000898
стратокастер,84,0.000525
стратокастер,85,0.000562
страх,2,0.001174
страх,33,0.000533
страх,42,0.001019
страх,49,0.000986
страх,5,0.000497
страх,56,0.000528
страх,59,0.001028
страх,70,0.000787
страх,71,0.000317
страх,74,0.000514
страх,79,0.001531
страх,81,0.005285
страх,85,0.000562
страх,86,0.000463
страх,87,0.000428
страх,90,0.000577
страх,96,0.001951
страх,97,0.001037
страхование,46,0.000592
страхование,49,0.000493
страхование,58,0.002609
страхование,61,0.001219
страхование,70,0.000787
страхование,72,0.000405
страхование,76,0.002729
страхование,96,0.00065
страховка,41,0.000439
страховка,56,0.000528
страховка,8,0.000487
страховка,80,0.000579
страховка,9,0.000564
страховой,58,0.008696
страховой,70,0.001575
страшно,23,0.000562
страшно,28,0.000509
страшно,38,0.000618
страшно,90,0.000577
страшный,33,0.000533
страшный,41,0.000439
страшный,49,0.000493
страшный,6,0.00051
стрелка,16,0.000311
стрельба,88,0.000215
стрелять,86,0.000463
стремительно,3,0.000614
стремительно,67,0.000228
стремительный,22,0.000542
стремительный,43,0.000622
стремительный,77,0.000951
стремиться,10,0.000955
стремиться,100,0.00092
стремиться,17,0.000804
стремиться,3,0.000614
стремиться,36,0.000455
стремиться,49,0.000493
стремиться,53,0.00125
стремиться,6,0.00051
стремиться,65,0.001214
стремиться,70,0.000787
стремиться,74,0.000514
стремиться,77,0.000951
стремление,53,0.000625
стремление,67,0.000228
стремление,7,0.000608
стремление,87,0.000428
стремянка,89,0.000823
стресс,17,0.000804
стресс,46,0.001185
стресс,52,0.000503
стресс,56,0.000528
стресс,59,0.001028
стресс,60,0.000949
стресс,62,0.001797
стресс,63,0.000494
стресс,64,0.001024
стресс,65,0.001214
стресс,68,0.000924
стресс,69,0.000307
стресс,7,0.001216
стресс,70,0.000787
стресс,73,0.000731
стресс,81,0.003171
стресс,96,0.00065
стрессовый,6,0.00051
стригино,69,0.000307
стрим,10,0.00191
стрим,4,0.002304
стрим,56,0.002113
стрим,87,0.00171
стриминг,24,0.00057
стриминг,26,0.000772
стриминг,91,0.000559
стриминговый,26,0.000772
стрит,67,0.000913
строгий,11,0.002288
строгий,13,0.000481
строгий,22,0.001085
строгий,40,0.000525
строгий,47,0.000856
строгий,55,0.00058
строгий,56,0.000528
строгий,67,0.000457
строгий,74,0.001028
строгий,79,0.00051
строгий,86,0.000463
строгий,94,0.000876
строго,13,0.000481
строго,2,0.000587
строго,25,0.000612
строго,31,0.000554
строго,37,0.000389
строго,53,0.000625
строго,57,0.000536
строго,58,0.00087
строго,66,0.000732
строго,78,0.001351
строго,87,0.000428
строгость,88,0.000215
строитель,67,0.000228
строитель,9,0.000564
строительный,61,0.00195
строительный,67,0.001827
строительный,75,0.000622
строительный,89,0.000823
строительство,12,0.00066
строительство,39,0.001212
строительство,60,0.000949
строительство,61,0.000731
строительство,67,0.00137
строительство,73,0.002193
строительство,74,0.000514
строительство,76,0.004913
строительство,9,0.001691
строить,1,0.000558
строить,11,0.001144
строить,15,0.000545
строить,16,0.000311
строить,18,0.001214
строить,2,0.002349
строить,20,0.000574
строить,23,0.000562
строить,29,0.000627
строить,30,0.000592
строить,31,0.000554
строить,34,0.001118
строить,38,0.000618
строить,4,0.001152
строить,41,0.003074
строить,42,0.002039
строить,53,0.000625
строить,55,0.00058
строить,57,0.000536
строить,6,0.00051
строить,61,0.000244
строить,7,0.000608
строить,70,0.000787
строить,80,0.000579
строить,82,0.000598
строить,85,0.000562
строить,87,0.000855
строить,9,0.000564
строить,90,0.000577
строить,93,0.000758
строить,94,0.000876
строить,97,0.000518
строить,99,0.000898
строиться,16,0.000311
строиться,17,0.000804
строиться,2,0.000587
строиться,23,0.000562
строиться,25,0.000612
строиться,28,0.000509
строиться,36,0.000455
строиться,51,0.000462
строиться,54,0.000544
строиться,67,0.000913
строиться,77,0.000951
строиться,8,0.000487
строиться,80,0.000579
строиться,86,0.000463
строиться,87,0.000428
строиться,90,0.000577
строй,15,0.000545
строй,17,0.000804
строй,36,0.000455
строй,65,0.001214
строй,69,0.000307
строй,76,0.000546
строй,94,0.000876
стройка,11,0.001144
стройка,17,0.000804
стройка,36,0.001821
стройка,67,0.000457
стройматериал,9,0.000564
стройный,41,0.000439
стройный,97,0.000518
строка,100,0.00092
строка,11,0.001144
строка,12,0.00066
строка,15,0.000545
строка,16,0.000621
строка,18,0.000607
строка,19,0.001879
строка,20,0.000574
строка,21,0.000613
строка,22,0.000542
строка,25,0.000612
строка,26,0.001544
строка,28,0.000509
строка,30,0.000592
строка,31,0.000554
строка,32,0.000684
строка,33,0.0016
строка,38,0.000618
строка,4,0.000576
строка,41,0.001757
строка,43,0.000622
строка,45,0.005204
строка,48,0.002237
строка,51,0.000462
строка,53,0.000625
строка,54,0.000544
строка,55,0.00058
строка,56,0.001057
строка,78,0.001351
строка,8,0.000487
строка,80,0.000579
строка,96,0.0013
строчить,88,0.000429
строчка,14,0.000563
строчка,20,0.000574
строчка,22,0.000542
строчка,41,0.000439
строчка,67,0.000228
строчка,8,0.000487
строчка,82,0.000598
строчка,97,0.000518
стружка,36,0.000455
структура,1,0.001116
структура,16,0.006834
структура,18,0.001821
структура,19,0.000626
структура,20,0.000574
структура,21,0.001226
структура,23,0.000562
структура,24,0.00114
структура,25,0.001224
структура,26,0.000772
структура,27,0.001033
структура,30,0.000592
структура,31,0.000554
структура,36,0.000455
структура,37,0.000389
структура,39,0.001212
структура,40,0.000525
структура,46,0.000592
структура,48,0.001491
структура,49,0.000493
структура,51,0.000924
структура,52,0.001006
структура,55,0.00058
структура,57,0.001073
структура,6,0.00051
структура,74,0.000514
структура,76,0.000546
структура,82,0.000598
структура,85,0.000562
структура,86,0.00139
структура,87,0.000855
структура,88,0.000644
структура,90,0.000577
структура,94,0.001751
структура,96,0.00065
структура,97,0.001555
структура,98,0.000883
структура,99,0.000898
структуризация,47,0.000856
структурировать,16,0.000932
структурировать,2,0.000587
структурировать,22,0.000542
структурировать,44,0.000626
структурировать,47,0.000856
структурировать,51,0.000462
структурировать,54,0.000544
структурировать,56,0.000528
структурировать,8,0.000487
структурировать,94,0.001751
структурировать,98,0.000883
структурный,16,0.000621
структурный,21,0.000613
структурный,32,0.001368
структурный,45,0.001735
структурный,47,0.000856
структурный,56,0.000528
структурный,62,0.000898
структурный,8,0.000487
структурный,80,0.000579
структурный,9,0.002255
структурный,99,0.000898
струя,40,0.000525
струя,84,0.000525
стряхнуть,22,0.000542
стубба,65,0.002427
студент,26,0.000772
студент,29,0.001255
студент,30,0.000592
студент,34,0.000559
студент,36,0.000455
студент,38,0.000618
студент,39,0.002424
студент,61,0.000488
студент,67,0.000913
студент,68,0.000924
студент,81,0.002114
студент,82,0.000598
студент,85,0.000562
студент,88,0.000429
студент,94,0.000876
студенческий,14,0.000563
студенческий,20,0.000574
студенческий,62,0.000898
студенческий,67,0.000228
студенческий,8,0.000487
студийный,51,0.000462
студийный,97,0.000518
студия,15,0.00109
студия,16,0.000311
студия,36,0.000455
студия,5,0.000497
студия,62,0.000898
студия,67,0.000228
студия,85,0.000562
студия,88,0.000215
студия,9,0.000564
стул,28,0.000509
стул,46,0.000592
стул,54,0.000544
ступень,2,0.000587
ступень,90,0.000577
ступень,96,0.0013
ступенька,49,0.000493
ступенька,55,0.00058
ступино,69,0.000614
ступинский,69,0.000307
стучать,14,0.000563
стучаться,2,0.001174
стучаться,51,0.000462
стучаться,86,0.000926
стучаться,95,0.001269
стыдно,15,0.000545
стыдно,16,0.000311
стыдно,85,0.000562
стыдно,88,0.000215
стыдно,97,0.000518
стык,23,0.000562
стык,27,0.001033
стык,32,0.000684
стык,4,0.000576
стык,40,0.000525
стык,67,0.000457
стык,7,0.000608
стык,79,0.00051
стыковка,86,0.000463
стыковой,59,0.001028
стыковой,60,0.000949
стыковой,62,0.000898
стыковой,63,0.000494
стыковой,64,0.001024
стыковой,65,0.001214
стыковой,68,0.000924
стыковой,69,0.000307
стыковой,70,0.000787
стыковой,73,0.000731
стэнфорд,29,0.000627
стэнфордский,86,0.000463
стягиваться,73,0.000731
стёпин,70,0.000787
су,81,0.001057
суббота,36,0.000455
суббота,43,0.000622
субботний,6,0.00051
субд,46,0.000592
субд,54,0.001088
сублицензирование,37,0.000389
суборбитальный,86,0.000463
субподряд,9,0.000564
субподрядчик,9,0.000564
субсидиарно,17,0.000804
субсидиарный,61,0.000488
субсидировать,42,0.001019
субсидировать,93,0.002273
субсидироваться,9,0.000564
субсидия,6,0.00051
субсидия,9,0.000564
субстанция,24,0.00057
субстанция,46,0.000592
субстанция,57,0.000536
субстрат,86,0.000463
субъект,30,0.000592
субъект,37,0.000389
субъект,39,0.001212
субъект,42,0.002039
субъект,44,0.001879
субъект,5,0.000497
субъект,62,0.001797
субъект,66,0.000732
субъект,68,0.000924
субъект,71,0.000633
субъект,72,0.023877
субъект,73,0.002924
субъективно,52,0.000503
субъективный,31,0.000554
субъективный,81,0.001057
субъективный,88,0.000215
субъекттивный,88,0.000215
субэпидермальный,95,0.000635
суверенитет,13,0.001443
суверенитет,5,0.000497
суверенитет,61,0.000244
суверенитет,62,0.000898
суверенитет,8,0.000487
суверенитет,89,0.000823
суверенный,88,0.000429
сугубо,38,0.000618
сугубо,79,0.00051
сугубо,84,0.000525
сугубо,92,0.000988
суд,15,0.000545
суд,37,0.000778
суд,44,0.000626
суд,47,0.001712
суд,5,0.000497
суд,61,0.000488
суд,63,0.005435
суд,71,0.000633
суд,72,0.000405
суд,85,0.000562
суд,89,0.000823
судебный,37,0.000778
судебный,63,0.001976
судебный,72,0.001214
судебный,74,0.001028
судить,14,0.000563
судить,16,0.000311
судить,21,0.000613
судить,29,0.000627
судить,30,0.000592
судить,5,0.000994
судить,80,0.000579
судить,84,0.000525
судить,85,0.000562
судить,88,0.000215
судить,92,0.000988
судиться,96,0.00065
судмедэкспертиза,63,0.000494
судно,6,0.00051
судно,69,0.000614
судный,6,0.00051
судовой,40,0.00105
судопроизводство,72,0.000809
судорожно,99,0.000898
судостроение,35,0.001087
судостроение,9,0.001127
судьба,36,0.000455
судьба,49,0.000493
судьба,67,0.000228
судьба,82,0.000598
судьба,87,0.000428
судьба,89,0.000823
судья,60,0.000949
судья,63,0.000494
сужаться,1,0.000558
сужаться,14,0.000563
сужаться,17,0.000804
сужаться,20,0.000574
сужаться,23,0.000562
сужаться,30,0.000592
сужаться,5,0.000497
суждено,43,0.000622
сузить,88,0.000215
сукук,60,0.000949
сума,30,0.000592
сумасшедший,32,0.000684
сумасшедший,95,0.000635
суметь,17,0.001608
суметь,67,0.000228
суметь,82,0.000598
суметь,99,0.000898
сумка,3,0.000614
сумка,77,0.000951
сумма,13,0.000481
сумма,17,0.002412
сумма,29,0.000627
сумма,36,0.000911
сумма,41,0.000439
сумма,58,0.010435
сумма,60,0.000949
сумма,62,0.002695
сумма,64,0.003071
сумма,70,0.004724
сумма,71,0.000317
сумма,86,0.000463
сумма,92,0.000988
суммаризация,94,0.000876
суммаризировать,26,0.000772
суммарно,43,0.000622
суммарно,68,0.000924
суммарный,9,0.000564
сумский,65,0.001214
сунгиря,6,0.00051
суокас,95,0.000635
супер,18,0.000607
супер,88,0.000215
супергерой,87,0.000428
суперджет,35,0.001087
суперзвезда,95,0.000635
суперкомитет,42,0.001019
суперкомпьютер,48,0.000746
супермаркет,41,0.000439
суперстрат,84,0.000525
сурен,49,0.000493
суровый,15,0.000545
суровый,36,0.001366
суровый,4,0.000576
суровый,40,0.00105
суровый,53,0.00125
суровый,6,0.00102
суровый,74,0.000514
сусальный,84,0.001051
сустав,13,0.000481
сутки,10,0.000955
сутки,100,0.00092
сутки,11,0.001144
сутки,12,0.00066
сутки,16,0.000311
сутки,17,0.000804
сутки,18,0.000607
сутки,21,0.000613
сутки,24,0.00057
сутки,35,0.002174
сутки,36,0.000455
сутки,42,0.001019
сутки,45,0.000867
сутки,46,0.000592
сутки,47,0.000856
сутки,50,0.001404
сутки,51,0.000462
сутки,52,0.000503
сутки,57,0.000536
сутки,69,0.003991
сутки,81,0.001057
сутки,83,0.001425
сутки,88,0.000215
сутки,89,0.000823
сутки,9,0.000564
сутки,92,0.000988
сутки,93,0.000758
сутки,94,0.000876
сутки,98,0.000883
сутки,99,0.000898
суть,15,0.00109
суть,17,0.000804
суть,19,0.000626
суть,24,0.00057
суть,36,0.000911
суть,45,0.002602
суть,46,0.001185
суть,49,0.000986
суть,5,0.000497
суть,51,0.000462
суть,52,0.000503
суть,53,0.000625
суть,77,0.000951
суть,79,0.001021
суть,82,0.000598
суть,84,0.001051
суть,86,0.000463
суть,88,0.001502
суть,93,0.000758
суть,96,0.0013
суть,99,0.000898
сухарев,31,0.000554
сухарь,88,0.000215
сухой,100,0.00092
сухой,25,0.000612
сухой,29,0.000627
сухой,31,0.000554
сухой,35,0.001087
сухой,53,0.000625
сухой,54,0.000544
сухой,87,0.000428
сухой,89,0.000823
сухой,96,0.00065
сухопутный,61,0.000244
сухотин,67,0.000457
сушка,94,0.001751
существенно,10,0.000955
существенно,13,0.000481
существенно,18,0.001214
существенно,33,0.000533
существенно,34,0.000559
существенно,40,0.000525
существенно,47,0.001712
существенно,49,0.000493
существенно,67,0.000228
существенно,8,0.000487
существенно,9,0.000564
существенно,98,0.000883
существенный,1,0.000558
существенный,23,0.000562
существенный,34,0.000559
существенный,40,0.00105
существенный,51,0.000462
существенный,60,0.000949
существенный,86,0.000463
существенный,88,0.001502
существо,100,0.00092
существо,3,0.000614
существо,44,0.000626
существование,36,0.000455
существование,4,0.000576
существование,48,0.000746
существование,56,0.000528
существование,63,0.000494
существование,79,0.00051
существование,86,0.000463
существование,87,0.000428
существование,88,0.000215
существовать,1,0.000558
существовать,11,0.001144
существовать,13,0.000962
существовать,15,0.000545
существовать,16,0.001553
существовать,17,0.001608
существовать,18,0.000607
существовать,21,0.000613
существовать,23,0.000562
существовать,24,0.00057
существовать,26,0.000772
существовать,27,0.000517
существовать,28,0.000509
существовать,3,0.000614
существовать,36,0.000911
существовать,4,0.000576
существовать,40,0.00105
существовать,42,0.001019
существовать,44,0.001879
существовать,48,0.000746
существовать,49,0.000493
существовать,52,0.000503
существовать,54,0.000544
существовать,56,0.000528
существовать,57,0.000536
существовать,63,0.000494
существовать,68,0.002773
существовать,7,0.000608
существовать,84,0.000525
существовать,85,0.000562
существовать,86,0.000926
существовать,88,0.000644
существовать,91,0.000559
существовать,95,0.000635
существовать,96,0.0013
существовать,99,0.001797
существующий,1,0.000558
существующий,13,0.000481
существующий,16,0.001553
существующий,19,0.000626
существующий,24,0.00057
существующий,25,0.000612
существующий,54,0.000544
существующий,62,0.000898
существующий,73,0.000731
существующий,78,0.001351
существующий,82,0.000598
существующий,88,0.000429
существующий,9,0.001691
существующий,91,0.000559
существующий,92,0.000988
существующий,97,0.000518
сущность,1,0.000558
сущность,16,0.008077
сущность,19,0.000626
сущность,21,0.000613
сущность,22,0.000542
сущность,24,0.00057
сущность,43,0.000622
сущность,46,0.000592
сущность,47,0.000856
сущность,48,0.000746
сущность,49,0.000986
сущность,55,0.00058
сущность,8,0.000487
сущность,96,0.00065
сфера,13,0.000481
сфера,14,0.000563
сфера,17,0.000804
сфера,20,0.000574
сфера,28,0.000509
сфера,29,0.000627
сфера,32,0.000684
сфера,34,0.000559
сфера,36,0.000455
сфера,38,0.001237
сфера,39,0.014545
сфера,41,0.000878
сфера,47,0.000856
сфера,49,0.000493
сфера,51,0.000462
сфера,54,0.000544
сфера,59,0.001028
сфера,60,0.000949
сфера,61,0.000731
сфера,62,0.003594
сфера,65,0.001214
сфера,67,0.000685
сфера,70,0.000787
сфера,72,0.000405
сфера,73,0.002193
сфера,76,0.000546
сфера,79,0.00051
сфера,8,0.000487
сфера,80,0.000579
сфера,87,0.000428
сфера,95,0.000635
сфера,97,0.001037
сфн,76,0.000546
сфокусироваться,85,0.000562
сформировать,14,0.000563
сформировать,2,0.000587
сформировать,25,0.000612
сформировать,28,0.000509
сформировать,40,0.000525
сформировать,41,0.000439
сформировать,46,0.000592
сформировать,49,0.000493
сформировать,54,0.000544
сформировать,58,0.00087
сформировать,59,0.001028
сформировать,67,0.000228
сформировать,70,0.000787
сформировать,76,0.000546
сформировать,79,0.00051
сформировать,96,0.00065
сформировать,97,0.000518
сформировать,98,0.000883
сформироваться,20,0.000574
сформироваться,23,0.000562
сформироваться,31,0.000554
сформироваться,38,0.000618
сформироваться,46,0.000592
сформироваться,49,0.000493
сформироваться,54,0.000544
сформироваться,57,0.000536
сформироваться,87,0.000428
сформулировать,13,0.000481
сформулировать,17,0.000804
сформулировать,49,0.000986
сформулировать,5,0.000497
сформулировать,85,0.000562
сформулировать,86,0.000463
сфотографировать,41,0.000439
сфр,58,0.003478
схд,1,0.000558
схд,13,0.000962
схд,25,0.000612
схд,54,0.000544
схема,1,0.001674
схема,12,0.00132
схема,13,0.000481
схема,15,0.000545
схема,16,0.001864
схема,18,0.001214
схема,20,0.001149
схема,22,0.001085
схема,24,0.00057
схема,26,0.000772
схема,3,0.000614
схема,36,0.000455
схема,37,0.000389
схема,43,0.000622
схема,51,0.000924
схема,53,0.00125
схема,55,0.00058
схема,57,0.000536
схема,8,0.001949
схема,84,0.001576
схема,85,0.000562
схема,89,0.000823
схема,93,0.000758
схема,94,0.001751
схема,99,0.000898
схемотехник,15,0.00218
схемотехник,40,0.00105
схемотехник,6,0.00051
схлопнуть,22,0.000542
схлопнуться,62,0.000898
схлопнуться,88,0.000215
схлопывание,9,0.000564
сходимость,31,0.000554
сходить,10,0.000955
сходить,4,0.000576
сходить,67,0.000457
сходиться,36,0.000455
сходиться,55,0.00058
сходиться,9,0.000564
сходный,37,0.000389
схождение,99,0.000898
схожий,45,0.010408
схожий,62,0.000898
схожий,66,0.000732
сцена,1,0.000558
сцена,16,0.000311
сцена,18,0.000607
сцена,24,0.00057
сцена,3,0.000614
сцена,36,0.000911
сцена,57,0.000536
сцена,7,0.000608
сцена,78,0.002703
сцена,82,0.000598
сценарий,1,0.001674
сценарий,16,0.001864
сценарий,2,0.001174
сценарий,20,0.000574
сценарий,24,0.00114
сценарий,26,0.000772
сценарий,28,0.001526
сценарий,3,0.001229
сценарий,30,0.000592
сценарий,32,0.000684
сценарий,34,0.000559
сценарий,36,0.000455
сценарий,4,0.002304
сценарий,42,0.001019
сценарий,52,0.003521
сценарий,53,0.000625
сценарий,54,0.000544
сценарий,56,0.001057
сценарий,57,0.001073
сценарий,58,0.00087
сценарий,6,0.00051
сценарий,62,0.000898
сценарий,67,0.000228
сценарий,7,0.000608
сценарий,78,0.002703
сценарий,8,0.000487
сценарий,80,0.000579
сценарий,83,0.001425
сценарий,86,0.000463
сценарий,9,0.018602
сценарий,90,0.004616
сценарий,91,0.001119
сценарий,92,0.000988
сценарий,99,0.002695
сценарный,58,0.00087
сценарный,9,0.001691
сцепка,11,0.001144
сцепление,95,0.000635
счастие,14,0.000563
счастие,37,0.000389
счастие,48,0.000746
счастие,88,0.000429
счастливчик,36,0.000455
счастливый,36,0.000455
счастливый,59,0.001028
счесть,13,0.000481
счесть,74,0.000514
считалище,91,0.000559
считаный,6,0.00051
считать,11,0.001144
считать,15,0.000545
считать,16,0.000932
считать,19,0.001252
считать,27,0.000517
считать,28,0.001017
считать,29,0.000627
считать,3,0.001229
считать,30,0.001183
считать,32,0.000684
считать,38,0.000618
считать,40,0.000525
считать,42,0.003058
считать,44,0.000626
считать,46,0.001185
считать,49,0.001479
считать,5,0.000994
считать,53,0.00125
считать,54,0.000544
считать,55,0.00058
считать,57,0.000536
считать,61,0.000244
считать,70,0.000787
считать,72,0.000405
считать,73,0.000731
